score-Bs_1,RMSD-s-Bs_1,RMS-Bs_1,score-Bs_2,RMSD-s-Bs_2,RMS-Bs_2,score-c1_MC,RMSD-s-c1_MC,RMS-c1_MC,score-c1_NM,RMSD-s-c1_NM,RMS-c1_NM,score-c2_MC,RMSD-s-c2_MC,RMS-c2_MC,score-c2_NM,RMSD-s-c2_NM,RMS-c2_NM,score-c3_MC,RMSD-s-c3_MC,RMS-c3_MC,score-c3_NM,RMSD-s-c3_NM,RMS-c3_NM,score-Md_1,RMSD-s-Md_1,RMS-Md_1,score-Md_2,RMSD-s-Md_2,RMS-Md_2,score-Md_3,RMSD-s-Md_3,RMS-Md_3,score-Nd_1,RMSD-s-Nd_1,RMS-Nd_1,score-Nd_2,RMSD-s-Nd_2,RMS-Nd_2,score-Nd_3,RMSD-s-Nd_3,RMS-Nd_3,y
-75,1671.3372161236653,10459.0,-5442,343.4582361801722,2684.3,-6439,856.8667009575508,10482.555555555555,-7061,455.774461768098,8100.9,-5245,340.68134345422027,1257.3333333333333,-5648,867.1769657918716,8812.4,-6070,354.42883629862956,2385.3,-5474,688.7952090425689,12107.8,-7382,620.1748543757651,5683.1,-5302,769.7371564371798,14180.2,-6341,777.416439874831,10611.888888888889,-7250,767.7297766792723,3584.9,-4770,301.7249051161358,2029.5714285714287,-6003,918.3899825237623,9117.2,0
-358,2564.745492246745,11362.7,-6473,730.6689058663991,10608.9,-5537,392.0352025010018,9737.3,-7843,704.9080318263713,2638.0,-5279,685.2683343041651,5883.8,-4427,372.13793141791433,2611.9,-6757,518.3390878565921,6792.1,-5457,620.1607318537124,2522.6666666666665,-7454,239.4627216535776,2103.5555555555557,-4242,488.1557538327282,11263.7,-6311,377.89613652430296,4282.0,-6838,631.2398018978207,9649.875,-6410,599.3084681530909,9871.7,-6750,882.1741834807882,7327.1,0
-6772,1269.8999182884982,12474.0,-5244,515.3076750835332,7922.888888888889,-6914,766.0803874268003,10361.5,-6086,705.725272326276,10509.0,-5996,515.5639242615799,9108.8,-5942,908.744606586472,6497.1,-5908,407.9170986548615,18042.625,-6122,746.1320175775336,10194.111111111111,-6528,837.4113027658498,12399.3,-4791,590.3465507648882,12723.1,-6496,628.5351773256657,14822.555555555555,-6500,876.7152331287517,15344.4,-6037,427.00487116659906,2101.0,-6727,640.1717660128388,19386.9,0
-3657,886.5627106978956,9608.4,-4348,647.1436007564317,11759.0,-5698,523.9408745268834,8311.5,-4152,835.3699261885397,15090.888888888889,-3354,1054.246882850502,12611.9,-4158,530.5380759191562,4218.3,-5148,501.6716157009485,4175.5,-4534,848.1017863440688,16317.4,-5117,889.8742888745578,5198.1,-2819,479.9279216715773,13665.7,-4398,907.4801871115419,20241.7,-3757,668.7064535262501,20192.555555555555,-4792,646.28442654918,5876.7,-4216,792.3398697123616,15449.222222222223,0
-5437,637.8708411583029,11519.7,-6836,1094.2343624653706,7759.1,-6816,673.8089120811649,9587.1,-7693,1483.615367944132,9239.1,-6487,726.1086420088924,11404.5,-6064,774.9711994648595,12221.8,-6413,957.5752686142928,21276.11111111111,-7736,1649.6052982456126,12359.1,-7066,1197.1267936187874,11142.9,-4609,731.2626409163815,8811.8,-6934,723.766923809036,17010.8,-5809,486.6358083824046,9658.1,-6515,630.2490063459035,6759.2,-6156,736.4038914604038,18087.333333333332,0
-3892,659.4742200522924,8655.444444444445,-5001,961.4283124601639,11010.8,-4571,668.4727743147058,13838.7,-5333,767.186892741955,17015.222222222223,-4948,258.01784798060925,4533.555555555556,-5189,583.1353273469224,9291.0,-6050,484.752194425153,12245.7,-5546,487.34234373795425,5275.2,-4335,326.94967502660074,6929.4,-3534,502.05949286414256,17895.75,-5747,818.7940888892628,18342.6,-4010,436.75320262134244,5639.9,-4029,624.1689594973468,6621.4,-5385,691.666979116396,10569.8,0
-2992,772.7364686618591,5976.7,-3102,289.82173831512307,12727.6,-4152,683.1047943031875,5493.9,-6074,1130.3720349955584,16302.75,-3338,587.1853767479806,10067.0,-4628,1060.4466087455803,6859.7,-5747,1133.237066989957,13659.2,-4077,480.1565265619129,11474.6,-3222,573.8442645875266,14549.5,-4619,939.9989493033268,14058.888888888889,-3646,727.0133767682684,20256.8,-4167,674.2820552261487,12885.8,-2698,643.9063285913553,10867.0,-3520,1094.360658101341,8265.6,0
-6307,961.3683789266215,11674.5,-6361,368.7987120367893,12615.2,-6616,650.6751099937916,13698.222222222223,-7547,996.6966690021593,11725.8,-6012,575.0396595018432,3192.6,-5650,471.5480993493619,12133.5,-6892,424.481342346167,8076.8,-7658,1311.6652621762923,15429.8,-6078,756.7101228343657,15497.5,-4879,437.9131877438734,5233.5,-6278,504.1916798202842,5390.6,-7267,1121.1011774144213,18802.7,-6118,836.6019125008032,7994.6,-6460,666.6164114391378,17969.2,0
-3015,1505.690874648578,8341.5,-1919,1402.5761476654307,6418.1,-3100,1259.4936323777108,7357.9,-4168,1172.9579020578701,4828.2,-1966,477.89103360494227,18478.0,-2544,660.1191483361164,4387.9,-3006,414.21182986486565,11187.9,-3070,561.642092439661,4559.1,-4472,772.8354029157817,1784.7,-2860,1072.0254741767803,12436.888888888889,-3749,608.6531113861149,6334.7,-3976,644.9585880092723,5697.666666666667,-2129,608.8474439463469,14487.0,-2926,737.1361407501333,10956.5,0
-1459,1425.7939682857407,6578.5,-5250,585.5688601693201,7215.1,-5972,379.9760518769581,4944.6,-5910,1442.9782707996676,15201.9,-4859,930.9595318809505,18711.7,-4382,1042.1321845140367,14562.0,-6239,1501.7346137050986,6510.4,-6420,1252.9906544930484,5829.666666666667,-7129,515.400271633616,7830.2,-5125,832.6948813533664,10595.222222222223,-6410,1670.6392219746315,6538.8,-6042,1666.513033252367,7007.4,-6164,1064.633533193464,13463.3,-6111,1599.4285385724486,18165.2,0
-3992,942.4227077060488,9671.9,-1551,398.7538087592394,8983.1,-3045,552.1898586537059,5850.7,-4207,372.05448957092125,6178.888888888889,-2838,271.8801942032571,8038.7,-2595,372.3264696472707,4629.5,-3271,523.0799339335725,18228.222222222223,-2799,306.54494363655095,5657.333333333333,-4382,795.5650837418244,19893.777777777777,-2502,847.2566768950302,15462.111111111111,-4131,587.0027342355392,6809.2,-3336,509.968087236839,10116.6,-3711,735.086450698148,11110.1,-4353,925.2548531133868,5204.888888888889,0
-5035,707.815418500236,9365.444444444445,-5999,535.501426494623,3287.4444444444443,-5909,1190.206456880486,4045.2,-5791,566.4596719979266,12581.0,-6633,824.2597952102243,10913.1,-5156,645.203099806567,6168.1,-5694,522.8083235851136,4804.555555555556,-5843,358.3844304653852,5758.1,-5751,225.08171355705431,7655.0,-4843,482.3473851903833,10497.8,-7730,1064.056783966989,4066.222222222222,-7582,991.8249291079576,11519.3,-6549,404.61241948314057,6326.2,-7696,1594.5998369496972,14648.3,0
-2662,766.4653221118356,11430.9,-1925,698.778255242677,10266.7,-3121,1159.2379680922577,13784.888888888889,-2923,574.2727923208623,5183.2,-3191,386.01669509088464,1496.6666666666667,-1434,479.50183524153505,17381.9,-3841,446.5850422931787,14990.0,-1530,759.5348642425837,12558.6,-6378,1702.4404864781613,14991.5,-1754,519.2669929814526,13917.1,-3606,511.48036130432234,3166.2,-3470,400.2121659542323,19337.444444444445,-2576,316.37958214777467,1977.8,-3674,619.8845376358413,19167.3,0
-5412,775.8618175938282,4046.9,-5059,796.1229553278814,3169.8,-5929,592.4878142206766,12024.8,-6110,634.9190499583415,10194.2,-5694,687.7249845112425,13640.666666666666,-5076,763.8332343362267,5021.777777777777,-5833,845.3727935059162,9434.5,-5751,1222.75835715811,12209.0,-5650,433.15573283623036,1219.0,-5339,901.6115201866788,14790.666666666666,-6470,281.6725226215657,1318.8,-5469,728.0628338268577,7535.5,-5845,407.4033505016799,15887.8,-7159,1342.6222361989264,13290.444444444445,0
-2704,541.6953387283302,12234.0,-2111,603.6351629916865,11106.3,-3309,473.9843457330634,12024.8,-3520,515.963559819615,1774.6666666666667,-2879,542.091104365399,8549.444444444445,-2952,1038.6591784068964,10312.666666666666,-3357,603.9447325707869,3419.2,-2515,684.5999123575755,5985.7,-4170,747.8839749586833,12572.6,-2556,919.5802719410686,16265.666666666666,-4186,666.7586444883941,9363.3,-3593,565.8127693857747,4955.6,-1877,395.930663121713,11730.0,-2083,549.306153251536,8507.4,0
-5939,1007.3993409263087,4583.555555555556,-5182,830.8211359853585,11027.7,-6157,890.1798975488044,2730.6,-6197,1005.4468658263343,7628.7,-4918,787.9327699746982,4893.6,-5910,629.2315948837904,12137.0,-6033,524.4381374385382,10645.8,-5152,242.3489426426241,9730.9,-6697,567.084341169811,16647.2,-4727,477.3732711411482,5209.0,-6301,734.146182503147,10192.0,-7484,903.0987985818634,8331.0,-5936,846.2567249035283,14075.111111111111,-6631,702.5204979215914,14650.0,0
-3647,634.5545603019493,11715.1,-2093,656.6609779787437,7703.9,-3505,611.7612606237827,9654.7,-3717,763.633128901278,8759.444444444445,-1919,278.3656588015131,10196.3,-2820,901.0754962820816,11201.8,-3135,342.37945323865375,11009.4,-2664,934.9742723733101,7866.5,-4459,579.3605883713736,3771.8888888888887,-2054,443.217723717457,15466.333333333334,-4134,862.1837681144314,6885.5,-3667,804.9052180225949,4580.7,-2450,669.2141959044205,7947.6,-2874,745.0221204769688,10335.5,0
-5772,1116.5851512535883,6032.1,-5871,729.277183243793,6609.8,-6799,769.7782537848148,3356.5,-8291,1239.8009356344264,8898.2,-5465,1183.7663789785565,3720.5,-4796,752.3786546679808,4574.0,-6094,752.3497773642257,1729.5,-6150,917.3361730145546,8098.0,-6766,836.3660980694997,14525.3,-5039,668.5731747535193,13403.2,-6346,903.6783719886193,6016.0,-6072,897.1135323915217,2632.9,-6888,1261.7410035344033,8889.1,-6735,942.1180870782612,13305.7,0
-2549,355.1518689237044,5295.3,-1768,432.7282750179378,4469.2,-3211,499.77167626333375,3780.8888888888887,-3799,508.2372569725679,2451.25,-1920,454.38468284043245,13369.1,-1605,274.39353126486066,5880.5,-3293,193.26409392331945,12438.5,-2503,416.8932237396034,8960.9,-4452,748.2291159798585,5043.5,-1416,433.607714414769,13236.7,-4206,674.5283166776612,13414.9,-4625,878.5496912525772,1923.0,-2638,750.1759060380442,9674.3,-3809,641.737087910618,7660.9,0
-5766,334.5624605361387,2360.1,-5847,552.2179074278154,5502.777777777777,-5353,577.3349201286856,1384.6,-6857,420.45778622829664,16453.0,-4232,843.184019061082,17457.4,-5601,531.3046583646753,2049.9,-6030,331.4937254308083,10574.4,-6459,456.8762157775481,6581.444444444444,-6882,691.7950274467083,10809.5,-4726,481.09218451352905,10553.6,-5989,292.48112738524645,6599.444444444444,-7625,691.5718328561404,12020.4,-5675,242.72752213129542,5303.5,-5443,674.884760533229,12703.5,0
-3678,908.145918891893,8444.7,-2704,850.4438202244901,5316.111111111111,-3284,592.2352719012525,3590.5555555555557,-3128,497.7890717964779,3355.8,-1830,716.6178277932463,15778.777777777777,-2818,675.9480749288364,14123.9,-2691,369.27850910112625,3470.8888888888887,-2633,304.5512108004176,2479.8,-3229,710.9025249638662,8681.9,-1279,410.5688858157665,17545.3,-2749,426.00855625210056,10425.1,-4270,412.6824642828052,4971.142857142857,-2899,716.7013945074259,13071.777777777777,-4709,924.9402383097213,4673.888888888889,0
-6592,1136.7356948737008,2685.4,-5869,695.6411023005132,8191.666666666667,-6001,1019.5002043485151,1757.6666666666667,-7020,483.2620892575525,18230.11111111111,-7921,1089.874011067334,14792.3,-5195,642.3519985179464,2568.9,-6768,837.2216194055209,8611.9,-5900,502.7706833139768,5293.4,-6889,996.4764372527809,22546.8,-5774,865.4375136311112,9978.0,-6570,503.59352408465304,4771.25,-7667,1117.9241879483575,8406.1,-5326,755.8414913194454,17264.2,-7239,1688.5647276625707,9819.555555555555,0
-3290,987.8949763891909,5690.25,-1790,789.2448542752747,9065.5,-3899,669.6091695907393,5050.4,-4712,788.7674181911934,7559.5,-2393,521.1734206336697,5426.125,-1956,399.25959252373946,6657.777777777777,-2704,272.1496647067573,7088.9,-1377,544.5992655154796,8249.4,-4174,568.3348213296474,3520.1111111111113,-2399,803.6597922805363,13773.222222222223,-3019,484.5761137324031,16243.2,-2269,638.7755865716848,6528.125,-1941,564.8817221330509,9011.6,-3085,614.2650567955184,11051.6,0
-5374,683.1345109127469,4525.0,-4699,522.7748655013921,11746.6,-5387,714.3582854562559,10283.0,-7592,1005.5623501305168,6134.6,-4960,736.5816248047464,12726.3,-6764,1150.7587236254162,9077.2,-5606,483.7164045181832,1767.0,-5619,424.0231766318736,11141.111111111111,-5178,256.4275942856227,4619.111111111111,-4708,724.0300062842695,12745.8,-6621,288.0764216164839,2371.8888888888887,-6306,836.5614681540166,13278.1,-5974,812.2933849354389,13342.222222222223,-7337,1365.928725794512,12965.777777777777,0
-3997,669.2802288214984,13823.666666666666,-2347,449.95098621961,10548.2,-3372,388.1157043975427,6046.6,-4157,390.6755175334145,8750.1,-3365,583.693983750619,5496.777777777777,-3070,576.6122860250738,15681.666666666666,-3720,411.7232201370222,5945.0,-4011,451.9335791905698,4438.5,-3893,718.8742657794901,8016.2,-1941,637.6478965698858,14414.3,-4671,869.8841532066217,9230.3,-5574,803.3606973209459,2426.9,-5031,1376.4607513474546,9079.4,-4718,510.54787807067447,3204.777777777778,0
-5661,543.560196758372,6054.625,-5753,691.9618558851354,3119.5,-6363,848.2357926897455,1967.1,-6271,710.5768305389396,21623.333333333332,-5439,873.9443288905751,3311.6,-4245,552.5702579763054,3971.3,-6439,650.0264609998569,13834.1,-7672,517.9793914819377,7569.9,-8245,1077.9184616658167,13322.7,-4814,502.8302795178518,15655.3,-7907,702.6657881785229,7283.111111111111,-8510,1215.6582620128067,6944.5,-6033,149.39330640962265,1997.7,-7076,939.0268633005124,7934.7,0
-3176,1475.0427281946784,4760.5,-3036,378.0196952540973,3057.4,-3459,1886.5331934530068,12697.6,-4695,401.3207686813629,3826.875,-4078,820.1903573087293,12721.333333333334,-2188,524.5490348861576,3535.0,-3873,372.4980671090773,12968.7,-3406,310.457595119441,10126.714285714286,-4502,837.7524037566229,4686.3,-2473,1122.333212553206,17747.7,-3286,567.7813437591864,17977.333333333332,-4508,545.1972487091264,11443.8,-2133,393.4710154509483,11010.1,-3975,954.5929184736285,10221.5,0
-5641,1237.6006666126195,2176.3,-5510,635.4564422523364,5426.3,-5358,1193.2269859502862,8602.9,-7252,817.4744304529945,5899.888888888889,-5541,1262.4481613119801,5685.7,-5909,1202.851532816915,3696.1,-6789,426.59049450263535,4465.5,-6410,1159.4756746046878,7025.2,-7578,980.7795589274282,6920.888888888889,-4766,1114.7540580773857,8244.2,-6852,1975.0503892306137,12627.1,-7273,552.7355968272652,13186.1,-6385,772.3060597975381,19556.2,-6523,1119.9988437494032,12738.8,0
-5321,614.8872424986982,7158.111111111111,-4496,291.79863681046857,10573.666666666666,-4673,365.28209646792385,4760.3,-6468,777.6665158514596,4383.888888888889,-4898,374.24077810948984,6388.7,-5540,514.8536102621741,11925.2,-6021,441.64930586948736,13446.0,-4419,416.62266434322083,5269.444444444444,-4514,368.5311384401585,14949.4,-6184,596.3006288777541,16220.6,-4853,590.5135138165772,14125.6,-5060,299.58666999635926,13138.111111111111,-7209,984.0921501566809,17210.1,-5697,627.8901177753954,21601.333333333332,1
-6308,1343.1938802719437,14985.2,-5682,337.5997337779022,1917.7777777777778,-6171,1151.815421598487,10797.888888888889,-7506,550.2409017875689,3889.6,-6314,811.1120091319239,10170.777777777777,-4495,635.5819924571498,17822.11111111111,-6969,916.0501900099599,3573.222222222222,-5790,586.7020453347671,20941.3,-6283,773.3248735169452,1526.9,-4945,719.4884156446956,6419.0,-5804,834.3626609574525,10058.0,-6321,575.4285446517213,4971.1,-6001,487.1689234752176,9472.6,-6062,918.3775694124956,16240.6,1
