canvassim,ZINC06648713-2 ,15a           ,15a-charge      ,15b,15b-charge,21-1,21-2,43,43-charge,55,55-charge,65,70,70-charge,78a,78a-charge,78b,78b-charge,80,81,81-charge,82,83,84,85-1,85-2,85-3,86,96,96-charge,97,97-charge,98,98-charge,99,99-charge,100,100-charge,101,101-charge,102,102-charge,103,103-charge,104,104-charge,105,105-charge,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26,CheCOSP26-charge,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R,CheCOSP30-R-charge,CheCOSP31,CheCOSP32,CheCOSP33-R,CheCOSP33-R-charge,CheCOSP34,CheCOSP35,CheCOSP35-charge,CheCOSP36-R,CheCOSP36-R-1,CheCOSP37,CheCOSP38,CheCOSP38-charge,CheCOSP39,CheCOSP40,CheCOSP40-charge,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54,CheCOSP54-charge,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP58-R,CheCOSP58-R-1,CheCOSP59,CheCOSP59-charge,CheCOSP60,CheCOSP61,CheCOSP62,CheCOSP62-charge,CheCOSP63,CheCOSP64,CheCOSP64-1,DHN1           ,DHN2           ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  ,goniothalamin ,CheCOSP57
CheCOSP34,0.0719424,0.0617284,0.0621118,0.068323,0.068323,0.0931677,0.1,0.0617284,0.0617284,0.060241,0.0606061,0.0517241,0.0650888,0.0714286,0.0666667,0.0731707,0.0666667,0.0731707,0.075,0.0789474,0.0789474,0.0736196,0.0783133,0.077381,0.0764706,0.0764706,0.0764706,0.0769231,0.05625,0.0566038,0.0580645,0.0584416,0.104895,0.105634,0.0621118,0.0625,0.0709677,0.0709677,0.0653595,0.0657895,0.0748299,0.0748299,0.0740741,0.0740741,0.0617284,0.0621118,0.0658683,0.0658683,0.0754717,0.297521,0.657534,0.573333,0.364583,0.306122,0.490196,0.296,0.296,0.5,0.297521,0.3,0.490196,0.296,0.490196,0.296,0.319588,0.308333,0.505155,0.490196,0.340909,0.182692,0.654321,0.646341,0.646341,0.616279,0.552083,0.191489,0.690476,0.690476,0.285714,0.34188,0.734177,0.734177,1,0.546392,0.546392,0.604167,0.604167,0.734177,0.357143,0.357143,0.535354,0.353982,0.353982,0.34188,0.674419,0.637363,0.5,0.490196,0.536842,0.53125,0.536842,0.53125,0.536842,0.536842,0.490196,0.490196,0.490196,0.490196,0.573333,0.333333,0.646341,0.412844,0.412844,0.421053,0.421053,0.40404,0.240741,0.25,0.25,0.186992,0.58,0.58,0.10219,0.08,0.0677966,0.0677966,0.057971,0.057971,0.079646,0.079646,0.0706522,0.0719424,0.0808824,0.0566038,0.646341
CheCOSP35,0.0833333,0.0971429,0.0852273,0.0971429,0.0847458,0.0949721,0.0949721,0.0971429,0.0847458,0.0949721,0.0833333,0.0740741,0.0928962,0.0810811,0.0949721,0.0828729,0.0949721,0.0828729,0.0971429,0.0952381,0.0952381,0.0955056,0.0874317,0.0864865,0.115385,0.115385,0.115385,0.0744681,0.0924855,0.0804598,0.0952381,0.0828402,0.141026,0.127389,0.0977011,0.0857143,0.100592,0.0877193,0.10241,0.0898204,0.10559,0.0920245,0.107383,0.0927152,0.0971429,0.0852273,0.0939227,0.0819672,0.0806452,0.246479,0.516129,0.452632,0.301724,0.254237,0.398374,0.246575,0.246575,0.403361,0.246479,0.248227,0.398374,0.246575,0.398374,0.246575,0.264957,0.255319,0.40678,0.398374,0.277778,0.153226,0.638298,0.565657,0.565657,0.543689,0.760417,0.157895,0.514019,0.514019,0.270492,0.351145,0.509615,0.509615,0.546392,1,1,0.526316,0.526316,0.509615,0.365079,0.365079,0.445378,0.362205,0.362205,0.351145,0.477477,0.456897,0.403361,0.398374,0.418803,0.415254,0.418803,0.415254,0.418803,0.418803,0.398374,0.398374,0.398374,0.398374,0.452632,0.274336,0.565657,0.370079,0.370079,0.383929,0.383929,0.37069,0.232,0.239669,0.239669,0.152778,0.459016,0.459016,0.0961538,0.0898204,0.0977444,0.0977444,0.0849673,0.0849673,0.109375,0.109375,0.0742574,0.0833333,0.0915033,0.0645161,0.565657
CheCOSP35-charge,0.0833333,0.0971429,0.0852273,0.0971429,0.0847458,0.0949721,0.0949721,0.0971429,0.0847458,0.0949721,0.0833333,0.0740741,0.0928962,0.0810811,0.0949721,0.0828729,0.0949721,0.0828729,0.0971429,0.0952381,0.0952381,0.0955056,0.0874317,0.0864865,0.115385,0.115385,0.115385,0.0744681,0.0924855,0.0804598,0.0952381,0.0828402,0.141026,0.127389,0.0977011,0.0857143,0.100592,0.0877193,0.10241,0.0898204,0.10559,0.0920245,0.107383,0.0927152,0.0971429,0.0852273,0.0939227,0.0819672,0.0806452,0.246479,0.516129,0.452632,0.301724,0.254237,0.398374,0.246575,0.246575,0.403361,0.246479,0.248227,0.398374,0.246575,0.398374,0.246575,0.264957,0.255319,0.40678,0.398374,0.277778,0.153226,0.638298,0.565657,0.565657,0.543689,0.760417,0.157895,0.514019,0.514019,0.270492,0.351145,0.509615,0.509615,0.546392,1,1,0.526316,0.526316,0.509615,0.365079,0.365079,0.445378,0.362205,0.362205,0.351145,0.477477,0.456897,0.403361,0.398374,0.418803,0.415254,0.418803,0.415254,0.418803,0.418803,0.398374,0.398374,0.398374,0.398374,0.452632,0.274336,0.565657,0.370079,0.370079,0.383929,0.383929,0.37069,0.232,0.239669,0.239669,0.152778,0.459016,0.459016,0.0961538,0.0898204,0.0977444,0.0977444,0.0849673,0.0849673,0.109375,0.109375,0.0742574,0.0833333,0.0915033,0.0645161,0.565657
CheCOSP36-R,0.0613497,0.0828729,0.0714286,0.0828729,0.0710383,0.0989011,0.0989011,0.0828729,0.0710383,0.0810811,0.0698925,0.0615385,0.0851064,0.0736842,0.0869565,0.0752688,0.0869565,0.0752688,0.0828729,0.0804598,0.0804598,0.0815217,0.0797872,0.0789474,0.118919,0.118919,0.118919,0.0618557,0.0782123,0.0666667,0.0867052,0.0747126,0.123457,0.110429,0.0833333,0.0718232,0.0857143,0.0734463,0.0872093,0.0751445,0.0898204,0.0769231,0.0903226,0.0764331,0.0888889,0.0773481,0.0802139,0.0687831,0.078125,0.265734,0.494845,0.44898,0.291667,0.256198,0.419355,0.265306,0.265306,0.425,0.265734,0.267606,0.419355,0.265306,0.419355,0.265306,0.266667,0.274648,0.428571,0.419355,0.279279,0.15748,0.519231,0.543689,0.543689,0.523364,0.466102,0.162393,0.729167,0.729167,0.242188,0.321168,0.659794,0.659794,0.604167,0.526316,0.526316,1,1,0.659794,0.333333,0.333333,0.430894,0.330827,0.330827,0.321168,0.615385,0.587156,0.425,0.419355,0.452991,0.449153,0.452991,0.449153,0.452991,0.452991,0.419355,0.419355,0.419355,0.419355,0.44898,0.275862,0.543689,0.745098,0.745098,0.37069,0.37069,0.358333,0.224806,0.232,0.232,0.172414,0.529412,0.529412,0.100629,0.0751445,0.0791367,0.0791367,0.0759494,0.0759494,0.0895522,0.0895522,0.0728155,0.0613497,0.06875,0.0461538,0.543689
CheCOSP36-R-1,0.0613497,0.0828729,0.0714286,0.0828729,0.0710383,0.0989011,0.0989011,0.0828729,0.0710383,0.0810811,0.0698925,0.0615385,0.0851064,0.0736842,0.0869565,0.0752688,0.0869565,0.0752688,0.0828729,0.0804598,0.0804598,0.0815217,0.0797872,0.0789474,0.118919,0.118919,0.118919,0.0618557,0.0782123,0.0666667,0.0867052,0.0747126,0.123457,0.110429,0.0833333,0.0718232,0.0857143,0.0734463,0.0872093,0.0751445,0.0898204,0.0769231,0.0903226,0.0764331,0.0888889,0.0773481,0.0802139,0.0687831,0.078125,0.265734,0.494845,0.44898,0.291667,0.256198,0.419355,0.265306,0.265306,0.425,0.265734,0.267606,0.419355,0.265306,0.419355,0.265306,0.266667,0.274648,0.428571,0.419355,0.279279,0.15748,0.519231,0.543689,0.543689,0.523364,0.466102,0.162393,0.729167,0.729167,0.242188,0.321168,0.659794,0.659794,0.604167,0.526316,0.526316,1,1,0.659794,0.333333,0.333333,0.430894,0.330827,0.330827,0.321168,0.615385,0.587156,0.425,0.419355,0.452991,0.449153,0.452991,0.449153,0.452991,0.452991,0.419355,0.419355,0.419355,0.419355,0.44898,0.275862,0.543689,0.745098,0.745098,0.37069,0.37069,0.358333,0.224806,0.232,0.232,0.172414,0.529412,0.529412,0.100629,0.0751445,0.0791367,0.0791367,0.0759494,0.0759494,0.0895522,0.0895522,0.0728155,0.0613497,0.06875,0.0461538,0.543689
CheCOSP37,0.0684932,0.0591716,0.0595238,0.0591716,0.0591716,0.0892857,0.0892857,0.0591716,0.0591716,0.0578035,0.0581395,0.0497238,0.0625,0.0625,0.0639535,0.0639535,0.0639535,0.0639535,0.0718563,0.0754717,0.0754717,0.0705882,0.0689655,0.0681818,0.0674157,0.0674157,0.0674157,0.0677966,0.0538922,0.0542169,0.0621118,0.0625,0.1,0.100671,0.0595238,0.0598802,0.0613497,0.0613497,0.0625,0.0628931,0.0645161,0.0645161,0.0629371,0.0629371,0.0654762,0.0658683,0.0571429,0.0571429,0.0900901,0.301587,0.6,0.54321,0.339806,0.298077,0.514286,0.320312,0.320312,0.495146,0.301587,0.304,0.514286,0.320312,0.514286,0.320312,0.31068,0.312,0.5,0.514286,0.329787,0.181818,0.62069,0.595506,0.595506,0.569892,0.514563,0.19,0.752941,0.752941,0.279279,0.333333,1,1,0.734177,0.509615,0.509615,0.659794,0.659794,1,0.347458,0.347458,0.5,0.344538,0.344538,0.333333,0.735632,0.695652,0.495146,0.514286,0.53,0.524752,0.53,0.524752,0.53,0.53,0.514286,0.514286,0.514286,0.514286,0.54321,0.323232,0.595506,0.463636,0.463636,0.392157,0.392157,0.377358,0.226087,0.234234,0.234234,0.214286,0.586538,0.586538,0.112676,0.0833333,0.064,0.064,0.0551724,0.0551724,0.075,0.075,0.0793651,0.0684932,0.0769231,0.0530973,0.595506
CheCOSP38,0.089172,0.0837989,0.0842697,0.0837989,0.0837989,0.0939227,0.0939227,0.0837989,0.0837989,0.0819672,0.0824176,0.0789474,0.0802139,0.0802139,0.0819672,0.0819672,0.0819672,0.0819672,0.127907,0.100592,0.100592,0.125714,0.104396,0.103261,0.108108,0.108108,0.108108,0.0909091,0.079096,0.0795455,0.0877193,0.0882353,0.125,0.125786,0.0903955,0.0909091,0.0867052,0.0867052,0.0882353,0.0887574,0.0909091,0.0909091,0.0915033,0.0915033,0.0898876,0.0903955,0.0810811,0.0810811,0.0967742,0.251748,0.324074,0.284404,0.29661,0.260504,0.270073,0.251701,0.251701,0.270677,0.251748,0.253521,0.270073,0.251701,0.270073,0.251701,0.428571,0.387597,0.272727,0.270073,0.284404,0.10687,0.418182,0.57,0.57,0.4375,0.368,0.107438,0.366667,0.366667,0.286885,0.432,0.347458,0.347458,0.357143,0.365079,0.365079,0.333333,0.333333,0.347458,1,1,0.338462,0.548673,0.548673,0.432,0.328,0.315385,0.270677,0.270073,0.282443,0.280303,0.282443,0.280303,0.282443,0.282443,0.270073,0.270073,0.270073,0.270073,0.284404,0.269565,0.57,0.333333,0.333333,0.57,0.57,0.4375,0.21875,0.310345,0.310345,0.112583,0.333333,0.333333,0.101911,0.101796,0.112782,0.112782,0.0909091,0.0909091,0.107692,0.107692,0.0841584,0.089172,0.0833333,0.0634921,0.57
CheCOSP38-charge,0.089172,0.0837989,0.0842697,0.0837989,0.0837989,0.0939227,0.0939227,0.0837989,0.0837989,0.0819672,0.0824176,0.0789474,0.0802139,0.0802139,0.0819672,0.0819672,0.0819672,0.0819672,0.127907,0.100592,0.100592,0.125714,0.104396,0.103261,0.108108,0.108108,0.108108,0.0909091,0.079096,0.0795455,0.0877193,0.0882353,0.125,0.125786,0.0903955,0.0909091,0.0867052,0.0867052,0.0882353,0.0887574,0.0909091,0.0909091,0.0915033,0.0915033,0.0898876,0.0903955,0.0810811,0.0810811,0.0967742,0.251748,0.324074,0.284404,0.29661,0.260504,0.270073,0.251701,0.251701,0.270677,0.251748,0.253521,0.270073,0.251701,0.270073,0.251701,0.428571,0.387597,0.272727,0.270073,0.284404,0.10687,0.418182,0.57,0.57,0.4375,0.368,0.107438,0.366667,0.366667,0.286885,0.432,0.347458,0.347458,0.357143,0.365079,0.365079,0.333333,0.333333,0.347458,1,1,0.338462,0.548673,0.548673,0.432,0.328,0.315385,0.270677,0.270073,0.282443,0.280303,0.282443,0.280303,0.282443,0.282443,0.270073,0.270073,0.270073,0.270073,0.284404,0.269565,0.57,0.333333,0.333333,0.57,0.57,0.4375,0.21875,0.310345,0.310345,0.112583,0.333333,0.333333,0.101911,0.101796,0.112782,0.112782,0.0909091,0.0909091,0.107692,0.107692,0.0841584,0.089172,0.0833333,0.0634921,0.57
CheCOSP39,0.06875,0.0543478,0.0546448,0.0543478,0.0543478,0.0645161,0.0645161,0.0543478,0.0543478,0.0531915,0.0534759,0.0512821,0.0520833,0.0520833,0.0531915,0.0531915,0.0531915,0.0531915,0.102273,0.0689655,0.0689655,0.100559,0.0983607,0.0972973,0.0962567,0.0962567,0.0962567,0.0967742,0.0437158,0.043956,0.0449438,0.0451977,0.0909091,0.0914634,0.048913,0.0491803,0.0742857,0.0742857,0.0571429,0.0574713,0.0778443,0.0778443,0.0503145,0.0503145,0.0543478,0.0546448,0.0526316,0.0526316,0.0542636,0.243056,0.505263,0.443299,0.29661,0.25,0.392,0.243243,0.243243,0.396694,0.243056,0.244755,0.392,0.243243,0.392,0.243243,0.260504,0.251748,0.4,0.392,0.272727,0.150794,0.514563,0.57,0.57,0.61,0.461538,0.155172,0.477477,0.477477,0.23622,0.366412,0.5,0.5,0.535354,0.445378,0.445378,0.430894,0.430894,0.5,0.338462,0.338462,1,0.335878,0.335878,0.366412,0.469027,0.461538,0.396694,0.392,0.411765,0.408333,0.411765,0.408333,0.411765,0.411765,0.392,0.392,0.392,0.392,0.443299,0.269565,0.57,0.294118,0.294118,0.389381,0.389381,0.424779,0.268293,0.235772,0.235772,0.150685,0.428571,0.428571,0.0745342,0.0697674,0.0496454,0.0496454,0.05,0.05,0.0588235,0.0588235,0.057971,0.06875,0.0903226,0.072,0.57
CheCOSP40,0.081761,0.0833333,0.0837989,0.0833333,0.0833333,0.0934066,0.0934066,0.0833333,0.0833333,0.0815217,0.0819672,0.0729167,0.0797872,0.0797872,0.0815217,0.0815217,0.0815217,0.0815217,0.127168,0.1,0.1,0.125,0.103825,0.102703,0.107527,0.107527,0.107527,0.0904255,0.0847458,0.0852273,0.0935673,0.0941176,0.124224,0.125,0.0837989,0.0842697,0.0862069,0.0862069,0.0877193,0.0882353,0.0903614,0.0903614,0.0909091,0.0909091,0.0893855,0.0898876,0.0806452,0.0806452,0.096,0.384615,0.321101,0.281818,0.466667,0.424528,0.268116,0.380597,0.380597,0.268657,0.323529,0.387597,0.268116,0.380597,0.268116,0.380597,0.268908,0.258741,0.270677,0.268116,0.281818,0.106061,0.401786,0.564356,0.564356,0.433628,0.365079,0.106557,0.363636,0.363636,0.628866,0.8,0.344538,0.344538,0.353982,0.362205,0.362205,0.330827,0.330827,0.344538,0.548673,0.548673,0.335878,1,1,0.8,0.325397,0.312977,0.268657,0.268116,0.280303,0.278196,0.280303,0.278196,0.280303,0.280303,0.268116,0.268116,0.268116,0.268116,0.281818,0.267241,0.564356,0.330827,0.330827,0.564356,0.564356,0.433628,0.217054,0.307692,0.307692,0.111842,0.330882,0.330882,0.101266,0.0946746,0.103704,0.103704,0.0833333,0.0833333,0.0984849,0.0984849,0.0891089,0.081761,0.0828025,0.0887097,0.564356
CheCOSP40-charge,0.081761,0.0833333,0.0837989,0.0833333,0.0833333,0.0934066,0.0934066,0.0833333,0.0833333,0.0815217,0.0819672,0.0729167,0.0797872,0.0797872,0.0815217,0.0815217,0.0815217,0.0815217,0.127168,0.1,0.1,0.125,0.103825,0.102703,0.107527,0.107527,0.107527,0.0904255,0.0847458,0.0852273,0.0935673,0.0941176,0.124224,0.125,0.0837989,0.0842697,0.0862069,0.0862069,0.0877193,0.0882353,0.0903614,0.0903614,0.0909091,0.0909091,0.0893855,0.0898876,0.0806452,0.0806452,0.096,0.384615,0.321101,0.281818,0.466667,0.424528,0.268116,0.380597,0.380597,0.268657,0.323529,0.387597,0.268116,0.380597,0.268116,0.380597,0.268908,0.258741,0.270677,0.268116,0.281818,0.106061,0.401786,0.564356,0.564356,0.433628,0.365079,0.106557,0.363636,0.363636,0.628866,0.8,0.344538,0.344538,0.353982,0.362205,0.362205,0.330827,0.330827,0.344538,0.548673,0.548673,0.335878,1,1,0.8,0.325397,0.312977,0.268657,0.268116,0.280303,0.278196,0.280303,0.278196,0.280303,0.280303,0.268116,0.268116,0.268116,0.268116,0.281818,0.267241,0.564356,0.330827,0.330827,0.564356,0.564356,0.433628,0.217054,0.307692,0.307692,0.111842,0.330882,0.330882,0.101266,0.0946746,0.103704,0.103704,0.0833333,0.0833333,0.0984849,0.0984849,0.0891089,0.081761,0.0828025,0.0887097,0.564356
CheCOSP41,0.0797546,0.0815217,0.0819672,0.0815217,0.0815217,0.0913979,0.0913979,0.0815217,0.0815217,0.0797872,0.0802139,0.0769231,0.078125,0.078125,0.0797872,0.0797872,0.0797872,0.0797872,0.198795,0.0977011,0.0977011,0.147727,0.138122,0.136612,0.141304,0.141304,0.141304,0.10582,0.0828729,0.0833333,0.0914286,0.091954,0.121212,0.121951,0.0819672,0.0824176,0.0842697,0.0842697,0.0857143,0.0862069,0.0882353,0.0882353,0.0886076,0.0886076,0.0874317,0.0879121,0.0789474,0.0789474,0.0930233,0.373134,0.309735,0.27193,0.449541,0.409091,0.260563,0.369565,0.369565,0.26087,0.314286,0.37594,0.260563,0.369565,0.260563,0.369565,0.260163,0.251701,0.262774,0.260563,0.27193,0.102941,0.387931,0.433628,0.433628,0.580952,0.353846,0.103175,0.352,0.352,0.60396,1,0.333333,0.333333,0.34188,0.351145,0.351145,0.321168,0.321168,0.333333,0.432,0.432,0.366412,0.8,0.8,1,0.315385,0.313433,0.26087,0.260563,0.272059,0.270073,0.272059,0.270073,0.272059,0.272059,0.260563,0.260563,0.260563,0.260563,0.27193,0.258333,0.433628,0.321168,0.321168,0.433628,0.433628,0.580952,0.330579,0.217054,0.217054,0.108974,0.321429,0.321429,0.0987654,0.0924855,0.100719,0.100719,0.08125,0.08125,0.0955882,0.0955882,0.0873786,0.0797546,0.0807453,0.0859375,0.433628
CheCOSP42-R,0.0653595,0.0689655,0.0632184,0.0689655,0.0628571,0.0982659,0.091954,0.0689655,0.0628571,0.0674157,0.0617978,0.0534759,0.0718232,0.0659341,0.0734463,0.0674157,0.0734463,0.0674157,0.0751445,0.0787879,0.0787879,0.0738636,0.0722222,0.0714286,0.0706522,0.0706522,0.0706522,0.0828729,0.0639535,0.0581395,0.0722892,0.0662651,0.109677,0.103226,0.0693642,0.0635838,0.0714286,0.0650888,0.0727273,0.0666667,0.075,0.068323,0.0743243,0.0671141,0.0751445,0.0693642,0.0666667,0.0607735,0.0940171,0.285714,0.551724,0.5,0.318182,0.279279,0.45614,0.284672,0.284672,0.463636,0.285714,0.287879,0.45614,0.284672,0.45614,0.284672,0.290909,0.295455,0.46789,0.45614,0.306931,0.17094,0.574468,0.552083,0.552083,0.53,0.481818,0.17757,0.695652,0.695652,0.262712,0.315385,0.735632,0.735632,0.674419,0.477477,0.477477,0.615385,0.615385,0.735632,0.328,0.328,0.469027,0.325397,0.325397,0.315385,1,0.873563,0.463636,0.45614,0.509434,0.504673,0.509434,0.504673,0.509434,0.509434,0.45614,0.45614,0.45614,0.45614,0.5,0.301887,0.552083,0.435897,0.435897,0.366972,0.366972,0.353982,0.213115,0.220339,0.220339,0.185185,0.535714,0.535714,0.114865,0.0797546,0.0606061,0.0606061,0.0526316,0.0526316,0.0708661,0.0708661,0.0765306,0.0653595,0.0733333,0.05,0.552083
CheCOSP43-R,0.0632911,0.0670391,0.0614525,0.0670391,0.0611111,0.0955056,0.0893855,0.0670391,0.0611111,0.0655738,0.0601093,0.0575916,0.0698925,0.0641711,0.0714286,0.0655738,0.0714286,0.0655738,0.079096,0.0764706,0.0764706,0.0777778,0.076087,0.0752688,0.0744681,0.0744681,0.0744681,0.104396,0.0621469,0.0564972,0.0701754,0.0643275,0.10625,0.1,0.0674157,0.0617978,0.0693642,0.0632184,0.0705882,0.0647059,0.0727273,0.0662651,0.0718954,0.0649351,0.0730337,0.0674157,0.0648649,0.0591398,0.0901639,0.275362,0.521739,0.473118,0.304348,0.267241,0.436975,0.274648,0.274648,0.443478,0.275362,0.277372,0.436975,0.274648,0.436975,0.274648,0.278261,0.284672,0.447368,0.436975,0.292453,0.163934,0.545455,0.524752,0.524752,0.519231,0.46087,0.169643,0.659794,0.659794,0.252033,0.313433,0.695652,0.695652,0.637363,0.456897,0.456897,0.587156,0.587156,0.695652,0.315385,0.315385,0.461538,0.312977,0.312977,0.313433,0.873563,1,0.443478,0.436975,0.486486,0.482143,0.486486,0.482143,0.486486,0.486486,0.436975,0.436975,0.436975,0.436975,0.473118,0.288288,0.524752,0.418033,0.418033,0.350877,0.350877,0.350427,0.214286,0.211382,0.211382,0.178571,0.512821,0.512821,0.111111,0.077381,0.0583942,0.0583942,0.0509554,0.0509554,0.0681818,0.0681818,0.0746269,0.0632911,0.0709677,0.048,0.524752
CheCOSP44,0.0573248,0.0617978,0.0621469,0.0617978,0.0617978,0.048913,0.048913,0.0617978,0.0617978,0.0604396,0.0607735,0.0416667,0.0591398,0.0591398,0.0604396,0.0604396,0.0604396,0.0604396,0.05,0.0523256,0.0523256,0.0491803,0.0481283,0.047619,0.0471204,0.0471204,0.0471204,0.0473684,0.0568182,0.0571429,0.0647059,0.0650888,0.100629,0.101266,0.0621469,0.0625,0.0639535,0.0639535,0.0650888,0.0654762,0.0670732,0.0670732,0.0657895,0.0657895,0.0677966,0.0681818,0.0597826,0.0597826,0.0737705,0.392,0.533333,0.483516,0.309735,0.27193,0.522523,0.335821,0.335821,0.607843,0.392,0.373016,0.673267,0.443548,0.640777,0.420635,0.27193,0.392,0.582524,0.522523,0.298077,0.166667,0.480392,0.461538,0.461538,0.444444,0.40678,0.172727,0.472222,0.472222,0.256198,0.26087,0.495146,0.495146,0.5,0.403361,0.403361,0.425,0.425,0.495146,0.270677,0.270677,0.396694,0.268657,0.268657,0.26087,0.463636,0.443478,1,0.522523,0.582524,0.607843,0.523364,0.607843,0.523364,0.582524,0.522523,0.522523,0.625,0.625,0.483516,0.293578,0.461538,0.285714,0.285714,0.299145,0.299145,0.289256,0.170543,0.176,0.176,0.225564,0.41129,0.41129,0.127517,0.0718563,0.0514706,0.0514706,0.0448718,0.0448718,0.0610687,0.0610687,0.0862944,0.0573248,0.0649351,0.0403226,0.461538
CheCOSP45,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.376923,0.505263,0.458333,0.29661,0.260504,0.59633,0.393939,0.40458,0.579439,0.376923,0.412698,0.567568,0.373134,0.581818,0.383459,0.271186,0.387597,0.631068,0.611111,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.522523,1,0.513514,0.522523,0.584906,0.522523,0.584906,0.513514,0.59633,0.611111,0.553571,0.553571,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.282443,0.417323,0.417323,0.116129,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0841584,0.0621118,0.0696203,0.046875,0.453704
CheCOSP46,0.0645161,0.0681818,0.0685714,0.0681818,0.0681818,0.0607735,0.0607735,0.0681818,0.0681818,0.0666667,0.0670391,0.0473684,0.0710383,0.0710383,0.0726257,0.0726257,0.0726257,0.0726257,0.0561798,0.0588235,0.0588235,0.0552486,0.0540541,0.0534759,0.0529101,0.0529101,0.0529101,0.0588235,0.0632184,0.0635838,0.0714286,0.0718563,0.10828,0.108974,0.0685714,0.0689655,0.0705882,0.0705882,0.0718563,0.0722892,0.0740741,0.0740741,0.0733333,0.0733333,0.0742857,0.0747126,0.0659341,0.0659341,0.0833333,0.330769,0.539326,0.488889,0.3125,0.274336,0.513514,0.328358,0.328358,0.523364,0.330769,0.333333,0.570093,0.369231,0.570093,0.369231,0.285714,0.341085,0.528302,0.513514,0.300971,0.168067,0.5,0.480392,0.480392,0.462264,0.422414,0.174312,0.504762,0.504762,0.258333,0.272059,0.53,0.53,0.536842,0.418803,0.418803,0.452991,0.452991,0.53,0.282443,0.282443,0.411765,0.280303,0.280303,0.272059,0.509434,0.486486,0.582524,0.513514,1,0.697917,0.572816,0.752688,0.572816,0.76087,0.513514,0.513514,0.584906,0.584906,0.488889,0.296296,0.480392,0.307692,0.307692,0.313043,0.313043,0.302521,0.181102,0.186992,0.186992,0.218045,0.438017,0.438017,0.151724,0.0787879,0.0597015,0.0597015,0.0519481,0.0519481,0.0697674,0.0697674,0.0923077,0.0645161,0.0723684,0.0491803,0.480392
CheCOSP47,0.0641026,0.0677966,0.0681818,0.0677966,0.0677966,0.0604396,0.0604396,0.0677966,0.0677966,0.0662983,0.0666667,0.0471204,0.0706522,0.0706522,0.0722222,0.0722222,0.0722222,0.0722222,0.0558659,0.0584795,0.0584795,0.0549451,0.0537634,0.0531915,0.0526316,0.0526316,0.0526316,0.0585106,0.0628571,0.0632184,0.0710059,0.0714286,0.107595,0.10828,0.0681818,0.0685714,0.0701754,0.0701754,0.0714286,0.0718563,0.0736196,0.0736196,0.0728477,0.0728477,0.0738636,0.0742857,0.0655738,0.0655738,0.0826446,0.338462,0.533333,0.483516,0.309735,0.27193,0.522523,0.335821,0.335821,0.53271,0.338462,0.330769,0.59434,0.387597,0.59434,0.387597,0.283186,0.348837,0.523364,0.522523,0.298077,0.166667,0.49505,0.475728,0.475728,0.457944,0.418803,0.172727,0.5,0.5,0.256198,0.270073,0.524752,0.524752,0.53125,0.415254,0.415254,0.449153,0.449153,0.524752,0.280303,0.280303,0.408333,0.278196,0.278196,0.270073,0.504673,0.482143,0.607843,0.522523,0.697917,1,0.598039,0.763441,0.598039,0.752688,0.522523,0.522523,0.579439,0.579439,0.483516,0.293578,0.475728,0.305344,0.305344,0.310345,0.310345,0.3,0.179688,0.185484,0.185484,0.225564,0.434426,0.434426,0.158621,0.0783133,0.0592593,0.0592593,0.0516129,0.0516129,0.0692308,0.0692308,0.0918367,0.0641026,0.0718954,0.0487805,0.475728
