canvassim,ZINC06648713-2 ,15a           ,15a-charge      ,15b,15b-charge,21-1,21-2,43,43-charge,55,55-charge,65,70,70-charge,78a,78a-charge,78b,78b-charge,80,81,81-charge,82,83,84,85-1,85-2,85-3,86,96,96-charge,97,97-charge,98,98-charge,99,99-charge,100,100-charge,101,101-charge,102,102-charge,103,103-charge,104,104-charge,105,105-charge,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26,CheCOSP26-charge,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R,CheCOSP30-R-charge,CheCOSP31,CheCOSP32,CheCOSP33-R,CheCOSP33-R-charge,CheCOSP34,CheCOSP35,CheCOSP35-charge,CheCOSP36-R,CheCOSP36-R-1,CheCOSP37,CheCOSP38,CheCOSP38-charge,CheCOSP39,CheCOSP40,CheCOSP40-charge,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54,CheCOSP54-charge,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP58-R,CheCOSP58-R-1,CheCOSP59,CheCOSP59-charge,CheCOSP60,CheCOSP61,CheCOSP62,CheCOSP62-charge,CheCOSP63,CheCOSP64,CheCOSP64-1,DHN1           ,DHN2           ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  ,goniothalamin ,CheCOSP57
CheCOSP19,0.0652174,0.0365854,0.0368098,0.0365854,0.0365854,0.0357143,0.0357143,0.0365854,0.0365854,0.0357143,0.0359281,0.0402299,0.0348837,0.0348837,0.0357143,0.0357143,0.0357143,0.0357143,0.0365854,0.0384615,0.0384615,0.0359281,0.0350877,0.0346821,0.0342857,0.0342857,0.0342857,0.0344828,0.0308642,0.0310559,0.0451613,0.0454545,0.0758621,0.0763889,0.0432099,0.0434783,0.0379747,0.0379747,0.0387097,0.038961,0.04,0.04,0.0362319,0.0362319,0.0493827,0.0496894,0.0352941,0.0352941,0.0769231,0.25,0.337079,0.526316,0.30303,0.465116,0.271186,0.25,0.25,0.27193,0.25,0.252033,0.271186,0.25,0.271186,0.25,1,0.534653,0.274336,0.271186,0.526316,0.130841,0.32,0.303922,0.303922,0.292453,0.267241,0.208791,0.296296,0.296296,0.430108,0.260163,0.31068,0.31068,0.319588,0.264957,0.264957,0.266667,0.266667,0.31068,0.428571,0.428571,0.260504,0.268908,0.268908,0.260163,0.290909,0.278261,0.27193,0.271186,0.285714,0.283186,0.285714,0.283186,0.285714,0.285714,0.271186,0.271186,0.271186,0.271186,0.526316,0.487805,0.303922,0.266667,0.266667,0.303922,0.303922,0.292453,0.118644,0.122807,0.122807,0.107692,0.258065,0.258065,0.0797101,0.0958904,0.0420168,0.0420168,0.0359712,0.0359712,0.0344828,0.0344828,0.0714286,0.0652174,0.0583942,0.0377358,0.303922
CheCOSP20,0.060241,0.0641711,0.0645161,0.0641711,0.0641711,0.0518135,0.0518135,0.0641711,0.0641711,0.0628272,0.0631579,0.05,0.0615385,0.0615385,0.0628272,0.0628272,0.0628272,0.0628272,0.0529101,0.0552486,0.0552486,0.0520833,0.0510204,0.050505,0.05,0.05,0.05,0.0502513,0.0594595,0.0597826,0.0670391,0.0674157,0.10119,0.101796,0.0702703,0.0706522,0.0662983,0.0662983,0.0674157,0.0677966,0.0693642,0.0693642,0.068323,0.068323,0.0698925,0.0702703,0.0621762,0.0621762,0.0763359,0.6,0.309735,0.27193,0.284553,0.25,0.420635,0.389706,0.389706,0.657143,0.6,0.396947,0.345865,0.321678,0.356061,0.330986,0.534653,1,0.429752,0.420635,0.27193,0.102941,0.298387,0.285714,0.285714,0.276923,0.257143,0.103175,0.3,0.3,0.236641,0.251701,0.312,0.312,0.308333,0.255319,0.255319,0.274648,0.274648,0.312,0.387597,0.387597,0.251748,0.258741,0.258741,0.251701,0.295455,0.284672,0.392,0.387597,0.341085,0.348837,0.384,0.348837,0.384,0.341085,0.420635,0.420635,0.345865,0.345865,0.27193,0.258333,0.285714,0.274648,0.274648,0.285714,0.285714,0.276923,0.118056,0.121429,0.121429,0.21831,0.267123,0.267123,0.1125,0.08,0.0479452,0.0479452,0.0421687,0.0421687,0.041958,0.041958,0.0821256,0.060241,0.0545455,0.0451128,0.285714
CheCOSP21,0.0576923,0.0621469,0.0625,0.0621469,0.0621469,0.0491803,0.0491803,0.0621469,0.0621469,0.0607735,0.0611111,0.0418848,0.0594595,0.0594595,0.0607735,0.0607735,0.0607735,0.0607735,0.0502793,0.0526316,0.0526316,0.0494506,0.0483871,0.0478723,0.0473684,0.0473684,0.0473684,0.047619,0.0571429,0.0574713,0.0650888,0.0654762,0.101266,0.101911,0.0625,0.0628571,0.0643275,0.0643275,0.0654762,0.0658683,0.0674847,0.0674847,0.0662252,0.0662252,0.0681818,0.0685714,0.0601093,0.0601093,0.0743802,0.429752,0.539326,0.488889,0.3125,0.274336,0.570093,0.369231,0.369231,0.663265,0.429752,0.653846,0.513514,0.328358,0.513514,0.328358,0.274336,0.429752,1,0.570093,0.300971,0.168067,0.485149,0.466019,0.466019,0.448598,0.410256,0.174312,0.476636,0.476636,0.258333,0.262774,0.5,0.5,0.505155,0.40678,0.40678,0.428571,0.428571,0.5,0.272727,0.272727,0.4,0.270677,0.270677,0.262774,0.46789,0.447368,0.582524,0.631068,0.528302,0.523364,0.60396,0.523364,0.60396,0.528302,0.570093,0.570093,0.513514,0.513514,0.488889,0.296296,0.466019,0.287879,0.287879,0.301724,0.301724,0.291667,0.171875,0.177419,0.177419,0.246154,0.414634,0.414634,0.10596,0.0722892,0.0518519,0.0518519,0.0451613,0.0451613,0.0615385,0.0615385,0.0812183,0.0576923,0.0653595,0.0406504,0.466019
CheCOSP22,0.0621118,0.0659341,0.0662983,0.0659341,0.0659341,0.0531915,0.0531915,0.0659341,0.0659341,0.0645161,0.0648649,0.0459184,0.0631579,0.0631579,0.0645161,0.0645161,0.0645161,0.0645161,0.0543478,0.0568182,0.0568182,0.0534759,0.052356,0.0518135,0.0512821,0.0512821,0.0512821,0.0515464,0.0611111,0.0614525,0.0689655,0.0693642,0.104294,0.104938,0.0662983,0.0666667,0.0681818,0.0681818,0.0693642,0.0697674,0.0714286,0.0714286,0.0705128,0.0705128,0.0718232,0.0722222,0.0638298,0.0638298,0.0793651,0.409449,0.505263,0.458333,0.29661,0.260504,0.74,0.495935,0.672727,0.625,0.409449,0.369231,0.539823,0.352941,0.539823,0.352941,0.271186,0.420635,0.570093,1,0.284404,0.16,0.471698,0.453704,0.453704,0.4375,0.401639,0.165217,0.464286,0.464286,0.246032,0.260563,0.514286,0.514286,0.490196,0.398374,0.398374,0.419355,0.419355,0.514286,0.270073,0.270073,0.392,0.268116,0.268116,0.260563,0.45614,0.436975,0.522523,0.611111,0.513514,0.522523,0.570093,0.522523,0.570093,0.513514,0.74,1,0.581818,0.581818,0.458333,0.280702,0.453704,0.284672,0.284672,0.297521,0.297521,0.288,0.172932,0.178295,0.178295,0.527273,0.417323,0.417323,0.123377,0.0760234,0.0571429,0.0571429,0.05,0.05,0.0666667,0.0666667,0.0841584,0.0621118,0.0696203,0.046875,0.453704
CheCOSP23,0.0620155,0.0322581,0.0324675,0.0322581,0.0322581,0.0314465,0.0314465,0.0322581,0.0322581,0.0314465,0.0316456,0.0301205,0.0306748,0.0306748,0.0314465,0.0314465,0.0314465,0.0314465,0.0322581,0.0340136,0.0340136,0.0316456,0.0308642,0.0304878,0.0301205,0.0301205,0.0301205,0.030303,0.0261438,0.0263158,0.0410959,0.0413793,0.0735294,0.0740741,0.0324675,0.0326797,0.033557,0.033557,0.0342466,0.0344828,0.035461,0.035461,0.0310078,0.0310078,0.0457516,0.0460526,0.0310559,0.0310559,0.0736842,0.27193,0.379747,0.606061,0.337079,0.526316,0.284404,0.260504,0.260504,0.298077,0.27193,0.274336,0.284404,0.260504,0.284404,0.260504,0.526316,0.27193,0.300971,0.284404,1,0.14433,0.340659,0.322581,0.322581,0.309278,0.280374,0.234568,0.313131,0.313131,0.481928,0.27193,0.329787,0.329787,0.340909,0.277778,0.277778,0.279279,0.279279,0.329787,0.284404,0.284404,0.272727,0.281818,0.281818,0.27193,0.306931,0.292453,0.298077,0.284404,0.300971,0.298077,0.300971,0.298077,0.300971,0.300971,0.284404,0.284404,0.284404,0.284404,0.606061,0.555556,0.322581,0.44898,0.44898,0.5375,0.5375,0.511905,0.119266,0.12381,0.12381,0.107438,0.269565,0.269565,0.0775194,0.0869565,0.0363636,0.0363636,0.0307692,0.0307692,0.0280374,0.0280374,0.0693642,0.0620155,0.0546875,0.0309278,0.322581
CheCOSP24,0.0597015,0.0714286,0.0718954,0.0714286,0.0714286,0.0696203,0.0696203,0.0714286,0.0714286,0.0696203,0.0700637,0.0666667,0.0679012,0.0679012,0.0696203,0.0696203,0.0696203,0.0696203,0.0714286,0.0753425,0.0753425,0.0700637,0.068323,0.0674847,0.0666667,0.0666667,0.0666667,0.0670732,0.0451613,0.0454545,0.0536913,0.0540541,0.0942029,0.0948905,0.0512821,0.0516129,0.0743243,0.0743243,0.0612245,0.0616438,0.0486111,0.0486111,0.0534351,0.0534351,0.0714286,0.0718954,0.0621118,0.0621118,0.0594059,0.102941,0.225806,0.21978,0.137615,0.130841,0.16,0.0992908,0.0992908,0.166667,0.102941,0.103704,0.16,0.0992908,0.16,0.0992908,0.130841,0.102941,0.168067,0.16,0.14433,1,0.186916,0.174312,0.174312,0.168142,0.154472,0.22093,0.173913,0.173913,0.122807,0.102941,0.181818,0.181818,0.182692,0.153226,0.153226,0.15748,0.15748,0.181818,0.10687,0.10687,0.150794,0.106061,0.106061,0.102941,0.17094,0.163934,0.166667,0.16,0.168067,0.166667,0.168067,0.166667,0.168067,0.168067,0.16,0.16,0.16,0.16,0.21978,0.147059,0.174312,0.105263,0.105263,0.113043,0.113043,0.109244,0.175926,0.182692,0.182692,0.158333,0.152672,0.152672,0.0992366,0.0992908,0.0625,0.0625,0.0530303,0.0530303,0.0849057,0.0849057,0.0734463,0.0597015,0.0687023,0.039604,0.174312
CheCOSP25,0.0928571,0.0731707,0.0736196,0.0731707,0.0731707,0.0843373,0.0843373,0.0731707,0.0731707,0.0714286,0.0718563,0.0625,0.0697674,0.0697674,0.0714286,0.0714286,0.0714286,0.0714286,0.0864198,0.0909091,0.0909091,0.0848485,0.0828402,0.0818713,0.0809249,0.0809249,0.0809249,0.0813954,0.0679012,0.068323,0.0769231,0.0774194,0.117241,0.118056,0.0736196,0.0740741,0.0759494,0.0759494,0.0774194,0.0779221,0.08,0.08,0.0797101,0.0797101,0.0797546,0.0802469,0.0705882,0.0705882,0.113208,0.288,0.623377,0.564103,0.35,0.306931,0.471698,0.286822,0.286822,0.480392,0.288,0.290323,0.471698,0.286822,0.471698,0.286822,0.32,0.298387,0.485149,0.471698,0.340659,0.186916,1,0.616279,0.616279,0.588889,0.645161,0.195876,0.586957,0.586957,0.336538,0.387931,0.62069,0.62069,0.654321,0.638298,0.638298,0.519231,0.519231,0.62069,0.418182,0.418182,0.514563,0.401786,0.401786,0.387931,0.574468,0.545455,0.480392,0.471698,0.5,0.49505,0.5,0.49505,0.5,0.5,0.471698,0.471698,0.471698,0.471698,0.564103,0.333333,0.616279,0.350427,0.350427,0.40404,0.40404,0.38835,0.232143,0.240741,0.240741,0.181102,0.5,0.5,0.115108,0.106667,0.0833333,0.0833333,0.0714286,0.0714286,0.0956522,0.0956522,0.0923913,0.0928571,0.10219,0.0740741,0.616279
CheCOSP26,0.0694444,0.0727273,0.0731707,0.0727273,0.0727273,0.0838323,0.0838323,0.0727273,0.0727273,0.0710059,0.0714286,0.0621469,0.0693642,0.0693642,0.0710059,0.0710059,0.0710059,0.0710059,0.120253,0.0903226,0.0903226,0.118012,0.0952381,0.0941176,0.0994152,0.0994152,0.0994152,0.0809249,0.0674847,0.0679012,0.0696203,0.0700637,0.116438,0.117241,0.0731707,0.0736196,0.0754717,0.0754717,0.0769231,0.0774194,0.0794702,0.0794702,0.0791367,0.0791367,0.0727273,0.0731707,0.0701754,0.0701754,0.0625,0.275591,0.615385,0.5375,0.346535,0.291262,0.453704,0.274809,0.274809,0.461538,0.275591,0.277778,0.453704,0.274809,0.453704,0.274809,0.303922,0.285714,0.466019,0.453704,0.322581,0.174312,0.616279,1,1,0.756098,0.571429,0.181818,0.615385,0.615385,0.272727,0.433628,0.595506,0.595506,0.646341,0.565657,0.565657,0.543689,0.543689,0.595506,0.57,0.57,0.57,0.564356,0.564356,0.433628,0.552083,0.524752,0.461538,0.453704,0.480392,0.475728,0.480392,0.475728,0.480392,0.480392,0.453704,0.453704,0.453704,0.453704,0.5375,0.316327,1,0.37069,0.37069,0.686747,0.686747,0.515789,0.32381,0.451613,0.451613,0.170543,0.537736,0.537736,0.0833333,0.0774194,0.10084,0.10084,0.0785714,0.0785714,0.114035,0.114035,0.0631579,0.0694444,0.0857143,0.0446429,1
CheCOSP26-charge,0.0694444,0.0727273,0.0731707,0.0727273,0.0727273,0.0838323,0.0838323,0.0727273,0.0727273,0.0710059,0.0714286,0.0621469,0.0693642,0.0693642,0.0710059,0.0710059,0.0710059,0.0710059,0.120253,0.0903226,0.0903226,0.118012,0.0952381,0.0941176,0.0994152,0.0994152,0.0994152,0.0809249,0.0674847,0.0679012,0.0696203,0.0700637,0.116438,0.117241,0.0731707,0.0736196,0.0754717,0.0754717,0.0769231,0.0774194,0.0794702,0.0794702,0.0791367,0.0791367,0.0727273,0.0731707,0.0701754,0.0701754,0.0625,0.275591,0.615385,0.5375,0.346535,0.291262,0.453704,0.274809,0.274809,0.461538,0.275591,0.277778,0.453704,0.274809,0.453704,0.274809,0.303922,0.285714,0.466019,0.453704,0.322581,0.174312,0.616279,1,1,0.756098,0.571429,0.181818,0.615385,0.615385,0.272727,0.433628,0.595506,0.595506,0.646341,0.565657,0.565657,0.543689,0.543689,0.595506,0.57,0.57,0.57,0.564356,0.564356,0.433628,0.552083,0.524752,0.461538,0.453704,0.480392,0.475728,0.480392,0.475728,0.480392,0.480392,0.453704,0.453704,0.453704,0.453704,0.5375,0.316327,1,0.37069,0.37069,0.686747,0.686747,0.515789,0.32381,0.451613,0.451613,0.170543,0.537736,0.537736,0.0833333,0.0774194,0.10084,0.10084,0.0785714,0.0785714,0.114035,0.114035,0.0631579,0.0694444,0.0857143,0.0446429,1
CheCOSP27,0.0675676,0.0710059,0.0714286,0.0710059,0.0710059,0.0818713,0.0818713,0.0710059,0.0710059,0.0693642,0.0697674,0.0666667,0.0677966,0.0677966,0.0693642,0.0693642,0.0693642,0.0693642,0.198675,0.0880503,0.0880503,0.142857,0.13253,0.130952,0.136095,0.136095,0.136095,0.0977011,0.0658683,0.0662651,0.0679012,0.068323,0.113333,0.114094,0.0714286,0.0718563,0.0736196,0.0736196,0.075,0.0754717,0.0774194,0.0774194,0.0769231,0.0769231,0.0710059,0.0714286,0.0685714,0.0685714,0.0603448,0.267176,0.585366,0.511905,0.333333,0.280374,0.4375,0.266667,0.266667,0.444444,0.267176,0.269231,0.4375,0.266667,0.4375,0.266667,0.292453,0.276923,0.448598,0.4375,0.309278,0.168142,0.588889,0.756098,0.756098,1,0.54902,0.174757,0.589474,0.589474,0.263158,0.580952,0.569892,0.569892,0.616279,0.543689,0.543689,0.523364,0.523364,0.569892,0.4375,0.4375,0.61,0.433628,0.433628,0.580952,0.53,0.519231,0.444444,0.4375,0.462264,0.457944,0.462264,0.457944,0.462264,0.462264,0.4375,0.4375,0.4375,0.4375,0.511905,0.303922,0.756098,0.358333,0.358333,0.515789,0.515789,0.701149,0.474227,0.32381,0.32381,0.165414,0.518182,0.518182,0.0810811,0.0754717,0.097561,0.097561,0.0763889,0.0763889,0.110169,0.110169,0.0618557,0.0675676,0.0833333,0.0431034,0.756098
CheCOSP28,0.083871,0.079096,0.0795455,0.079096,0.079096,0.0893855,0.0893855,0.079096,0.079096,0.0773481,0.0777778,0.0687831,0.0756757,0.0756757,0.0773481,0.0773481,0.0773481,0.0773481,0.0977011,0.0892857,0.0892857,0.0960452,0.0939227,0.117318,0.0918919,0.0918919,0.0918919,0.0806452,0.0742857,0.0747126,0.0764706,0.0769231,0.120253,0.121019,0.0795455,0.08,0.0818713,0.0818713,0.0833333,0.0838323,0.0858896,0.0858896,0.0860927,0.0860927,0.079096,0.0795455,0.0765027,0.0765027,0.0813008,0.248227,0.521739,0.457447,0.304348,0.25641,0.401639,0.248276,0.248276,0.40678,0.248227,0.25,0.401639,0.248276,0.401639,0.248276,0.267241,0.257143,0.410256,0.401639,0.280374,0.154472,0.645161,0.571429,0.571429,0.54902,1,0.159292,0.504673,0.504673,0.272727,0.353846,0.514563,0.514563,0.552083,0.760417,0.760417,0.466102,0.466102,0.514563,0.368,0.368,0.461538,0.365079,0.365079,0.353846,0.481818,0.46087,0.40678,0.401639,0.422414,0.418803,0.422414,0.418803,0.422414,0.422414,0.401639,0.401639,0.401639,0.401639,0.457447,0.276786,0.571429,0.320611,0.320611,0.387387,0.387387,0.373913,0.233871,0.241667,0.241667,0.153846,0.5,0.5,0.0967742,0.0903614,0.0902256,0.0902256,0.114865,0.114865,0.101562,0.101562,0.0746269,0.083871,0.0993377,0.0650406,0.571429
CheCOSP29,0.0396825,0.0266667,0.0268456,0.0266667,0.0266667,0.025974,0.025974,0.0266667,0.0266667,0.025974,0.0261438,0.0248447,0.0253165,0.0253165,0.025974,0.025974,0.025974,0.025974,0.0266667,0.028169,0.028169,0.0261438,0.0254777,0.0251572,0.0248447,0.0248447,0.0248447,0.025,0.0202703,0.0204082,0.035461,0.0357143,0.0687023,0.0692308,0.0268456,0.027027,0.0277778,0.0277778,0.0283688,0.0285714,0.0294118,0.0294118,0.0241935,0.0241935,0.0405405,0.0408163,0.025641,0.025641,0.0549451,0.103175,0.211765,0.333333,0.118812,0.208791,0.165217,0.0992366,0.0992366,0.172727,0.103175,0.104,0.165217,0.0992366,0.165217,0.0992366,0.208791,0.103175,0.174312,0.165217,0.234568,0.22093,0.195876,0.181818,0.181818,0.174757,0.159292,1,0.180952,0.180952,0.193878,0.103175,0.19,0.19,0.191489,0.157895,0.157895,0.162393,0.162393,0.19,0.107438,0.107438,0.155172,0.106557,0.106557,0.103175,0.17757,0.169643,0.172727,0.165217,0.174312,0.172727,0.174312,0.172727,0.174312,0.174312,0.165217,0.165217,0.165217,0.165217,0.333333,0.232558,0.181818,0.105691,0.105691,0.114286,0.114286,0.110092,0.468354,0.493333,0.493333,0.422222,0.157025,0.157025,0.0725806,0.0588235,0.0384615,0.0384615,0.0322581,0.0322581,0.050505,0.050505,0.0467836,0.0396825,0.0661157,0.032967,0.181818
CheCOSP30-R,0.0662252,0.0697674,0.0701754,0.0697674,0.0697674,0.0994152,0.0994152,0.0697674,0.0697674,0.0681818,0.0685714,0.0597826,0.0726257,0.0726257,0.0742857,0.0742857,0.0742857,0.0742857,0.0887574,0.0931677,0.0931677,0.0872093,0.0730337,0.0722222,0.0773481,0.0773481,0.0773481,0.0659341,0.0647059,0.0650888,0.0731707,0.0736196,0.111111,0.111842,0.0701754,0.0705882,0.0722892,0.0722892,0.0736196,0.0740741,0.0759494,0.0759494,0.0753425,0.0753425,0.0760234,0.0764706,0.0674157,0.0674157,0.0862069,0.290076,0.564706,0.511628,0.324074,0.284404,0.464286,0.288889,0.288889,0.472222,0.290076,0.292308,0.464286,0.288889,0.464286,0.288889,0.296296,0.3,0.476636,0.464286,0.313131,0.173913,0.586957,0.615385,0.615385,0.589474,0.504673,0.180952,1,1,0.267241,0.352,0.752941,0.752941,0.690476,0.514019,0.514019,0.729167,0.729167,0.752941,0.366667,0.366667,0.477477,0.363636,0.363636,0.352,0.695652,0.659794,0.472222,0.464286,0.504762,0.5,0.504762,0.5,0.504762,0.504762,0.464286,0.464286,0.464286,0.464286,0.511628,0.307692,0.615385,0.522936,0.522936,0.413462,0.413462,0.398148,0.247863,0.256637,0.256637,0.18797,0.574074,0.574074,0.108844,0.0807453,0.0866142,0.0866142,0.0675676,0.0675676,0.0983607,0.0983607,0.0773196,0.0662252,0.0743243,0.0508475,0.615385
CheCOSP30-R-charge,0.0662252,0.0697674,0.0701754,0.0697674,0.0697674,0.0994152,0.0994152,0.0697674,0.0697674,0.0681818,0.0685714,0.0597826,0.0726257,0.0726257,0.0742857,0.0742857,0.0742857,0.0742857,0.0887574,0.0931677,0.0931677,0.0872093,0.0730337,0.0722222,0.0773481,0.0773481,0.0773481,0.0659341,0.0647059,0.0650888,0.0731707,0.0736196,0.111111,0.111842,0.0701754,0.0705882,0.0722892,0.0722892,0.0736196,0.0740741,0.0759494,0.0759494,0.0753425,0.0753425,0.0760234,0.0764706,0.0674157,0.0674157,0.0862069,0.290076,0.564706,0.511628,0.324074,0.284404,0.464286,0.288889,0.288889,0.472222,0.290076,0.292308,0.464286,0.288889,0.464286,0.288889,0.296296,0.3,0.476636,0.464286,0.313131,0.173913,0.586957,0.615385,0.615385,0.589474,0.504673,0.180952,1,1,0.267241,0.352,0.752941,0.752941,0.690476,0.514019,0.514019,0.729167,0.729167,0.752941,0.366667,0.366667,0.477477,0.363636,0.363636,0.352,0.695652,0.659794,0.472222,0.464286,0.504762,0.5,0.504762,0.5,0.504762,0.504762,0.464286,0.464286,0.464286,0.464286,0.511628,0.307692,0.615385,0.522936,0.522936,0.413462,0.413462,0.398148,0.247863,0.256637,0.256637,0.18797,0.574074,0.574074,0.108844,0.0807453,0.0866142,0.0866142,0.0675676,0.0675676,0.0983607,0.0983607,0.0773196,0.0662252,0.0743243,0.0508475,0.615385
CheCOSP31,0.0769231,0.0473373,0.047619,0.0473373,0.0473373,0.0462428,0.0462428,0.0473373,0.0473373,0.0462428,0.0465116,0.0444444,0.0451977,0.0451977,0.0462428,0.0462428,0.0462428,0.0462428,0.0473373,0.0496894,0.0496894,0.0465116,0.0454545,0.0449438,0.0444444,0.0444444,0.0444444,0.0446927,0.0481928,0.0484848,0.0628931,0.0632911,0.0866667,0.0872483,0.047619,0.0479042,0.0490798,0.0490798,0.05,0.0503145,0.0516129,0.0516129,0.048951,0.048951,0.0598802,0.060241,0.0457143,0.0457143,0.101852,0.384615,0.3125,0.481928,0.478261,0.683544,0.246032,0.368852,0.368852,0.256198,0.317073,0.387931,0.246032,0.368852,0.246032,0.368852,0.430108,0.236641,0.258333,0.246032,0.481928,0.122807,0.336538,0.272727,0.272727,0.263158,0.272727,0.193878,0.267241,0.267241,1,0.60396,0.279279,0.279279,0.285714,0.270492,0.270492,0.242188,0.242188,0.279279,0.286885,0.286885,0.23622,0.628866,0.628866,0.60396,0.262712,0.252033,0.256198,0.246032,0.258333,0.256198,0.258333,0.256198,0.258333,0.258333,0.246032,0.246032,0.246032,0.246032,0.481928,0.449438,0.272727,0.242188,0.242188,0.272727,0.272727,0.263158,0.103175,0.106557,0.106557,0.0942029,0.234848,0.234848,0.0909091,0.0986842,0.0564516,0.0564516,0.0486111,0.0486111,0.0495868,0.0495868,0.0918919,0.0769231,0.0704225,0.0833333,0.272727
CheCOSP32,0.0797546,0.0815217,0.0819672,0.0815217,0.0815217,0.0913979,0.0913979,0.0815217,0.0815217,0.0797872,0.0802139,0.0769231,0.078125,0.078125,0.0797872,0.0797872,0.0797872,0.0797872,0.198795,0.0977011,0.0977011,0.147727,0.138122,0.136612,0.141304,0.141304,0.141304,0.10582,0.0828729,0.0833333,0.0914286,0.091954,0.121212,0.121951,0.0819672,0.0824176,0.0842697,0.0842697,0.0857143,0.0862069,0.0882353,0.0882353,0.0886076,0.0886076,0.0874317,0.0879121,0.0789474,0.0789474,0.0930233,0.373134,0.309735,0.27193,0.449541,0.409091,0.260563,0.369565,0.369565,0.26087,0.314286,0.37594,0.260563,0.369565,0.260563,0.369565,0.260163,0.251701,0.262774,0.260563,0.27193,0.102941,0.387931,0.433628,0.433628,0.580952,0.353846,0.103175,0.352,0.352,0.60396,1,0.333333,0.333333,0.34188,0.351145,0.351145,0.321168,0.321168,0.333333,0.432,0.432,0.366412,0.8,0.8,1,0.315385,0.313433,0.26087,0.260563,0.272059,0.270073,0.272059,0.270073,0.272059,0.272059,0.260563,0.260563,0.260563,0.260563,0.27193,0.258333,0.433628,0.321168,0.321168,0.433628,0.433628,0.580952,0.330579,0.217054,0.217054,0.108974,0.321429,0.321429,0.0987654,0.0924855,0.100719,0.100719,0.08125,0.08125,0.0955882,0.0955882,0.0873786,0.0797546,0.0807453,0.0859375,0.433628
CheCOSP33-R,0.0684932,0.0591716,0.0595238,0.0591716,0.0591716,0.0892857,0.0892857,0.0591716,0.0591716,0.0578035,0.0581395,0.0497238,0.0625,0.0625,0.0639535,0.0639535,0.0639535,0.0639535,0.0718563,0.0754717,0.0754717,0.0705882,0.0689655,0.0681818,0.0674157,0.0674157,0.0674157,0.0677966,0.0538922,0.0542169,0.0621118,0.0625,0.1,0.100671,0.0595238,0.0598802,0.0613497,0.0613497,0.0625,0.0628931,0.0645161,0.0645161,0.0629371,0.0629371,0.0654762,0.0658683,0.0571429,0.0571429,0.0900901,0.301587,0.6,0.54321,0.339806,0.298077,0.514286,0.320312,0.320312,0.495146,0.301587,0.304,0.514286,0.320312,0.514286,0.320312,0.31068,0.312,0.5,0.514286,0.329787,0.181818,0.62069,0.595506,0.595506,0.569892,0.514563,0.19,0.752941,0.752941,0.279279,0.333333,1,1,0.734177,0.509615,0.509615,0.659794,0.659794,1,0.347458,0.347458,0.5,0.344538,0.344538,0.333333,0.735632,0.695652,0.495146,0.514286,0.53,0.524752,0.53,0.524752,0.53,0.53,0.514286,0.514286,0.514286,0.514286,0.54321,0.323232,0.595506,0.463636,0.463636,0.392157,0.392157,0.377358,0.226087,0.234234,0.234234,0.214286,0.586538,0.586538,0.112676,0.0833333,0.064,0.064,0.0551724,0.0551724,0.075,0.075,0.0793651,0.0684932,0.0769231,0.0530973,0.595506
CheCOSP33-R-charge,0.0684932,0.0591716,0.0595238,0.0591716,0.0591716,0.0892857,0.0892857,0.0591716,0.0591716,0.0578035,0.0581395,0.0497238,0.0625,0.0625,0.0639535,0.0639535,0.0639535,0.0639535,0.0718563,0.0754717,0.0754717,0.0705882,0.0689655,0.0681818,0.0674157,0.0674157,0.0674157,0.0677966,0.0538922,0.0542169,0.0621118,0.0625,0.1,0.100671,0.0595238,0.0598802,0.0613497,0.0613497,0.0625,0.0628931,0.0645161,0.0645161,0.0629371,0.0629371,0.0654762,0.0658683,0.0571429,0.0571429,0.0900901,0.301587,0.6,0.54321,0.339806,0.298077,0.514286,0.320312,0.320312,0.495146,0.301587,0.304,0.514286,0.320312,0.514286,0.320312,0.31068,0.312,0.5,0.514286,0.329787,0.181818,0.62069,0.595506,0.595506,0.569892,0.514563,0.19,0.752941,0.752941,0.279279,0.333333,1,1,0.734177,0.509615,0.509615,0.659794,0.659794,1,0.347458,0.347458,0.5,0.344538,0.344538,0.333333,0.735632,0.695652,0.495146,0.514286,0.53,0.524752,0.53,0.524752,0.53,0.53,0.514286,0.514286,0.514286,0.514286,0.54321,0.323232,0.595506,0.463636,0.463636,0.392157,0.392157,0.377358,0.226087,0.234234,0.234234,0.214286,0.586538,0.586538,0.112676,0.0833333,0.064,0.064,0.0551724,0.0551724,0.075,0.075,0.0793651,0.0684932,0.0769231,0.0530973,0.595506
