BindingSite1,BS1_rmsd,BindingSite2,BS2_rmsd,MC1,MC1_rmsd,NM1,NM1_rmsd,MC2,MC2_rmsd,NM2,NM2_rmsd,MC3,MC3_rmsd,NM3,NM3_rmsd,Md1,Md1_rmsd,Md2,Md2_rmsd,Md3,Md3_rmsd,Nd1,Nd1_rmsd,Nd2,Nd2_rmsd,Nd3,Nd3_rmsd,y
-5641,1237.6006666126195,-5510,635.4564422523364,-5358,1193.2269859502862,-7252,817.4744304529945,-5541,1262.4481613119801,-5909,1202.851532816915,-6789,426.59049450263535,-6410,1159.4756746046878,-7578,980.7795589274282,-4766,1114.7540580773857,-6852,1975.0503892306137,-7273,552.7355968272652,-6385,772.3060597975381,-6523,1119.9988437494032,0
-5321,614.8872424986982,-4496,291.79863681046857,-4673,365.28209646792385,-6468,777.6665158514596,-4898,374.24077810948984,-5540,514.8536102621741,-6021,441.64930586948736,-4419,416.62266434322083,-4514,368.5311384401585,-6184,596.3006288777541,-4853,590.5135138165772,-5060,299.58666999635926,-7209,984.0921501566809,-5697,627.8901177753954,1
-6308,1343.1938802719437,-5682,337.5997337779022,-6171,1151.815421598487,-7506,550.2409017875689,-6314,811.1120091319239,-4495,635.5819924571498,-6969,916.0501900099599,-5790,586.7020453347671,-6283,773.3248735169452,-4945,719.4884156446956,-5804,834.3626609574525,-6321,575.4285446517213,-6001,487.1689234752176,-6062,918.3775694124956,1
-6630,1200.684383030913,-5815,286.60022679682913,-5890,440.86113823955594,-6358,378.1301297988978,-5361,299.49898163433596,-4928,429.43399958549935,-4698,372.6223719783407,-4963,315.63883877496596,-6672,501.42082077450584,-5842,345.2813490474122,-5590,342.76079122326286,-5227,336.90011872956336,-6129,510.63990356327247,-6129,762.2914403297507,1
-4848,402.8900533169503,-6198,299.6261670815878,-5876,209.17227349721898,-6414,378.55151564879515,-5799,354.02881238678657,-5086,381.32317002773306,-4780,654.4823068655073,-5462,567.8387442805994,-7730,735.9321707874961,-5730,406.60132808439874,-5261,334.17841024899377,-6103,329.1888271959167,-5346,262.48978816116215,-6816,823.7319922533809,1
-6685,1013.7204304496935,-6406,617.255294643493,-5354,855.2481803546847,-5945,393.73894825759874,-5285,449.2280896640427,-4530,388.638135030521,-5138,657.1787884586666,-5136,655.2729711095,-7145,602.0804876262423,-5986,702.5614635033717,-4309,399.4781095379294,-5632,296.56628264184445,-5137,673.3537331893245,-6669,913.4918116764939,1
-7186,1226.1681613873357,-4797,466.1857045331916,-5213,669.0198653604497,-6093,257.265699229402,-4839,375.23107547216244,-5333,385.8354411589443,-4917,408.36563248628454,-6100,335.7320360049068,-8008,1003.7271712846076,-6044,666.5449797275506,-4989,302.9362969338579,-5864,188.74172829556696,-5844,398.2845214165401,-6845,850.2091742624242,1
-5651,411.0414934954864,-5473,540.0578580115301,-5891,1076.6478718689787,-7563,441.70981424460376,-6133,270.7715538512124,-5151,542.3793500632191,-7510,660.0463525389713,-4347,320.75175759456016,-6160,825.02606625488,-6266,532.198167978809,-5586,516.7111862539839,-6414,603.7565403372432,-6036,758.2056713056185,-6773,1027.6885179858718,1
-4127,1219.6930498295326,-6247,978.4265174247881,-4571,1299.8884144417934,-7508,346.42984859853027,-6251,764.4970160177213,-6129,802.3972146013441,-7474,930.8163352670584,-6103,899.760684849033,-4900,353.4400090538755,-5284,586.356441546615,-4484,791.0260488757641,-5886,937.2968366531487,-4909,628.6603534500991,-5816,645.9484809177877,0
-6347,732.4363726631791,-5971,899.1111666529322,-5492,1482.948744762217,-7338,409.685817591723,-6683,372.45316218914564,-5630,581.7229924972855,-7174,890.2315204484752,-4761,574.8829832621975,-6534,569.7002369667748,-6881,1313.932437380248,-7015,752.393628920062,-6640,555.3903754439741,-5251,441.0066766942288,-6278,1109.7252913321495,1
282,1884.2436213747303,-4953,515.4278319997878,-6176,787.481834711128,-7500,1263.11288489984,-6323,959.3497540612032,-4725,549.3311842595502,-4765,861.9500859198749,-5013,676.5712157637196,-6276,421.41581602971627,-6941,947.7106362176164,-5540,832.9622877654831,-6147,1165.0133733137986,-6323,576.9307680399058,-5239,798.0750340663451,0
-6773,306.26558633806707,-5883,638.4798274025594,-3547,722.5338068497667,-6817,953.3057222108745,-5738,861.1219483905865,-5081,1121.3170827201377,-6912,1503.2975387460722,-6427,1237.6947281135201,-5762,857.5669303325581,-6073,988.5844475190497,-5910,618.22451872726,-6177,1002.3073380954547,-5974,642.1082774735137,-4869,1243.4911499484024,1
-7071,1055.1730142493184,-7114,1050.6902302772198,-5256,1381.083143767963,-6590,163.5494114939087,-6353,695.2549532365801,-6193,651.2458521940852,-6690,639.4396852801048,-5357,556.1901203725208,-6902,742.605622865265,-6243,505.86137861572314,-7011,772.19443147435,-5807,442.222494198339,-6073,531.7813554460142,-5219,1000.3649534045068,1
-7334,963.8028519878949,-4569,711.4152373965551,-6741,1919.9255089716373,-7422,302.1858534081288,-6633,787.1486909907122,-5316,840.4357500725442,-7438,1091.800189742149,-4492,830.6235248293896,-6050,727.4574970402052,-4954,346.17015726052966,-6466,478.37293680418856,-5780,432.0348351295678,-5960,587.4294510832764,-6583,707.9678241276259,1
-7714,1262.5090538729264,-5382,311.5387776826449,-5144,785.2202804875127,-7368,410.85628739120943,-6102,524.9825393921858,-5668,873.5960221979045,-7558,525.5302940839887,-5326,839.6275629375467,-6537,257.15170619694516,-6029,560.6336504349407,-7488,1282.663548159755,-6178,1097.906189070815,-6235,483.6872522867336,-7313,899.1771238193285,1
-7365,1545.452506549457,-5792,513.0074171003762,-6680,1994.9201512842562,-6259,387.0266842492712,-6164,476.3058202195308,-6464,1237.4905292566891,-7051,1262.7767765919675,-4342,422.2880940483641,-6105,851.9273443199245,-6751,879.2935857834954,-5872,350.179001845245,-6310,538.1298054373127,-5565,696.2909521169984,-4556,868.8604318301066,1
-7308,772.7344238455511,-6166,590.9599430765073,-5792,1445.4501883197422,-7102,319.6082478578442,-6269,1025.1828021273943,-5732,572.8178069857832,-7679,301.19496702842986,-5275,537.0007821223319,-6813,458.1642112217493,-6349,810.953729023603,-7422,1068.3894536597386,-6494,784.3369237770232,-5782,371.16333631196335,-6509,1035.0847356617737,1
-5347,555.8316291827956,-6406,670.2864238517772,-5774,230.3106814717929,-6605,412.37822744312575,-6208,493.1771385617926,-5222,382.2970572735328,-4872,190.95303539980517,-5137,216.55117178162863,-7928,899.547352839192,-4557,379.56524838000905,-5232,512.3739259564204,-5486,388.6092010119012,-5522,125.73163660927888,-7111,893.5497132224912,1
-6152,705.8084586110556,-5715,899.1092814558194,-5027,753.8289991768679,-7410,376.1530749608065,-5411,335.5687708950261,-6419,911.6629494135036,-6292,1500.9817363444179,-6580,1692.3519019400194,-5986,506.6600931591112,-5411,479.3332818214524,-5479,379.44787699765317,-6127,289.8671840257189,-4783,605.5682950749658,-5113,729.7772331335107,1
-7290,901.4418217637199,-6107,894.1110054126359,-6132,1148.568887790366,-6973,466.97238676392146,-6001,947.1732343148567,-5111,367.08040630270904,-7095,874.8746082993367,-5458,681.4213380867957,-6087,758.8627609785564,-6415,686.1178907447305,-6838,693.9410637799172,-6144,354.54500419552363,-6050,687.3508565499859,-4448,620.1756605994785,1
-5495,479.66279822391743,-5376,498.3955858552523,-5960,1096.4303397845201,-7550,438.794560890027,-6017,729.4006375100058,-6979,1026.3811377845961,-6976,709.9473501605662,-4470,803.1187707929618,-5804,418.1110020078384,-7378,891.7940120902352,-5166,394.66976350136093,-5951,498.86667475756917,-5270,701.7153268954573,-6214,1018.7833460421521,1
-5225,596.797696041131,-5262,428.76950684488145,-5497,154.64423687937284,-6072,491.9864327397642,-5951,423.90678220570754,-4787,455.5765577814557,-4572,752.8456795943933,-5010,550.6084271058704,-7427,719.2771062362264,-6203,651.8102561328714,-4867,426.57829293109,-5317,329.6969669256848,-6267,575.9402833627813,-5946,613.9646976822027,1
-4680,643.2222322028351,-5387,450.61983977628205,-5600,385.31557196666233,-6201,391.74034767942914,-6209,374.9663451564659,-5391,688.5338870239041,-6135,621.8080089545319,-5218,662.8164451792042,-6321,556.209394023517,-5181,205.53160340931046,-5084,215.8104724057666,-5745,324.8756069636502,-5325,422.62159197087635,-6571,614.9918373442018,1
-6920,816.9834004086061,-5330,434.55090610882644,-4677,733.3616661193385,-6349,482.8560862203147,-5071,676.540175728685,-6008,1050.420973811083,-5430,276.38489353616995,-5156,853.5809803410572,-6828,864.4321893590022,-4592,297.4547584647657,-5697,700.5009707345134,-5679,311.90244597064344,-5986,758.3394790145775,-6123,672.6433304508421,1
-2133,618.1423784210236,-2670,331.97079690840326,-3398,722.7687675584946,-4070,390.87313798725097,-2759,654.0223925830063,-3391,635.2288787477011,-3420,560.9994295897264,-2974,394.0203167350659,-3487,299.9017534600215,-3364,215.82131383664012,-2955,326.1524675650393,-2668,982.9595922518888,-4529,642.6674926996368,-3208,788.5838220788225,1
-4162,640.5940144569149,-4928,346.78142687388885,-4933,717.5689235188466,-5923,386.9586541221168,-5387,469.51566534036,-5656,907.2927642167109,-5369,708.5274588892119,-3773,256.4563120689367,-5812,271.53690356928536,-5576,849.5131311521926,-3977,270.6126565342885,-4999,387.71671359383,-5789,481.59096687437983,-5648,401.94167409588175,1
-5729,629.0815924822459,-5108,748.346391043381,-5730,1281.6442371490161,-6559,533.4840525967013,-5089,264.04797543881267,-4985,518.2149746967949,-4992,622.4169743829237,-5307,611.6476436642289,-6018,621.3754903438017,-6420,1091.096001447627,-5764,553.6436880642026,-5849,700.1409029264203,-5516,182.6697566648476,-5544,588.9502865267981,1
-4672,607.2857646940195,-5895,725.7106861553025,-4963,742.0949804438789,-6857,325.3343049848938,-5861,400.07380569090094,-4646,393.0822941827895,-5876,318.5914066245353,-5622,363.31238624632226,-5498,545.8455917198598,-6064,383.1177493624444,-5647,557.6634149511692,-6527,850.4501349866227,-5753,581.4323348421572,-6050,825.2741423308962,1
-5519,614.0208465516472,-5761,527.2206369253782,-5549,147.143689318023,-5854,350.4189492593188,-5983,583.5782381137897,-4664,401.5729572568397,-7854,1004.2333849051374,-5313,496.0843577457342,-7297,958.674858528688,-6129,605.1538729942996,-6055,579.0527523464474,-5486,534.31742542342,-5461,446.1910353200719,-5223,225.96789594983318,1
